Lea State,LEA,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
GA,Butts County,1300690,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Butts County,1300690,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,4.00,4.00,0.00,8.00,2.00,2.00,0.00
GA,Butts County,1300690,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,2.00,0.00
GA,Butts County,1300690,2015,Total enrollment,,6.00,16.00,0.00,116.00,1121.00,2060.00,143.00,3462.00,418.00,73.00,33.00
GA,Madison County,1303480,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Madison County,1303480,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Madison County,1303480,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Madison County,1303480,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Madison County,1303480,2015,Total enrollment,,4.00,101.00,0.00,506.00,425.00,3650.00,211.00,4897.00,794.00,74.00,268.00
GA,State Charter Schools- International Charter School of Atlan,1300234,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Charter Schools- International Charter School of Atlan,1300234,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Charter Schools- International Charter School of Atlan,1300234,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- International Charter School of Atlan,1300234,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- International Charter School of Atlan,1300234,2015,Total enrollment,,4.00,34.00,0.00,43.00,124.00,160.00,19.00,384.00,17.00,4.00,0.00
GA,Brantley County,1300480,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Brantley County,1300480,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Brantley County,1300480,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Brantley County,1300480,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Brantley County,1300480,2015,Total enrollment,,9.00,15.00,2.00,82.00,100.00,3223.00,62.00,3493.00,410.00,168.00,14.00
GA,Jenkins County,1303090,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Jenkins County,1303090,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Jenkins County,1303090,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Jenkins County,1303090,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Jenkins County,1303090,2015,Total enrollment,,2.00,6.00,0.00,75.00,678.00,450.00,24.00,1235.00,126.00,21.00,36.00
GA,Haralson County,1302670,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Haralson County,1302670,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Haralson County,1302670,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Haralson County,1302670,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Haralson County,1302670,2015,Total enrollment,,14.00,17.00,8.00,81.00,81.00,3201.00,147.00,3549.00,555.00,45.00,24.00
GA,Decatur City,1301680,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Decatur City,1301680,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Decatur City,1301680,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Decatur City,1301680,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Decatur City,1301680,2015,Total enrollment,,20.00,138.00,4.00,237.00,1140.00,3291.00,327.00,5157.00,434.00,8.00,110.00
GA,State Charter Schools- Georgia Connections Academy,1300227,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Charter Schools- Georgia Connections Academy,1300227,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Charter Schools- Georgia Connections Academy,1300227,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Georgia Connections Academy,1300227,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Georgia Connections Academy,1300227,2015,Total enrollment,,7.00,82.00,10.00,280.00,1282.00,2026.00,196.00,3883.00,389.00,181.00,22.00
GA,Toombs County,1305040,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Toombs County,1305040,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Toombs County,1305040,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Toombs County,1305040,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Toombs County,1305040,2015,Total enrollment,,14.00,12.00,0.00,800.00,530.00,1565.00,128.00,3049.00,400.00,0.00,299.00
GA,Gainesville City,1302310,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Gainesville City,1302310,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Gainesville City,1302310,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Gainesville City,1302310,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Gainesville City,1302310,2015,Total enrollment,,18.00,241.00,4.00,4802.00,1481.00,1313.00,186.00,8045.00,720.00,29.00,2549.00
GA,Ware County,1305430,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Ware County,1305430,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Ware County,1305430,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Ware County,1305430,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Ware County,1305430,2015,Total enrollment,,8.00,59.00,4.00,409.00,2360.00,3363.00,350.00,6553.00,1043.00,270.00,157.00
GA,Jones County Schools,1303150,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Jones County Schools,1303150,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Jones County Schools,1303150,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Jones County Schools,1303150,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Jones County Schools,1303150,2015,Total enrollment,,4.00,29.00,4.00,107.00,1487.00,3983.00,161.00,5775.00,718.00,238.00,23.00
GA,Brooks County,1300540,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Brooks County,1300540,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Brooks County,1300540,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00
GA,Brooks County,1300540,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Brooks County,1300540,2015,Total enrollment,,2.00,11.00,0.00,211.00,1141.00,715.00,61.00,2141.00,251.00,6.00,70.00
GA,Marion County,1303540,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Marion County,1303540,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Marion County,1303540,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Marion County,1303540,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Marion County,1303540,2015,Total enrollment,,6.00,9.00,4.00,158.00,473.00,788.00,20.00,1458.00,151.00,4.00,31.00
GA,Buford City,1300600,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Buford City,1300600,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Buford City,1300600,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Buford City,1300600,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Buford City,1300600,2015,Total enrollment,,8.00,136.00,6.00,1216.00,490.00,2362.00,112.00,4330.00,410.00,0.00,676.00
GA,Lanier County Schools,1303240,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Lanier County Schools,1303240,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Lanier County Schools,1303240,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Lanier County Schools,1303240,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Lanier County Schools,1303240,2015,Total enrollment,,8.00,18.00,4.00,91.00,448.00,1180.00,55.00,1804.00,230.00,24.00,8.00
GA,Lowndes County,1303390,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Lowndes County,1303390,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Lowndes County,1303390,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Lowndes County,1303390,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Lowndes County,1303390,2015,Total enrollment,,23.00,126.00,18.00,938.00,2330.00,6650.00,455.00,10540.00,1321.00,0.00,287.00
GA,State Charter Schools- Provost Academy Georgia,1300231,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Charter Schools- Provost Academy Georgia,1300231,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Charter Schools- Provost Academy Georgia,1300231,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Provost Academy Georgia,1300231,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Provost Academy Georgia,1300231,2015,Total enrollment,,10.00,7.00,4.00,166.00,1234.00,418.00,31.00,1870.00,233.00,22.00,19.00
GA,Habersham County,1302580,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Habersham County,1302580,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Habersham County,1302580,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Habersham County,1302580,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Habersham County,1302580,2015,Total enrollment,,10.00,182.00,4.00,1958.00,150.00,4412.00,177.00,6893.00,1192.00,16.00,1361.00
GA,Jeff Davis County,1303000,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Jeff Davis County,1303000,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Jeff Davis County,1303000,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Jeff Davis County,1303000,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Jeff Davis County,1303000,2015,Total enrollment,,4.00,18.00,0.00,617.00,494.00,1907.00,60.00,3100.00,418.00,83.00,337.00
GA,Wilkes County,1305760,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Wilkes County,1305760,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Wilkes County,1305760,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Wilkes County,1305760,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Wilkes County,1305760,2015,Total enrollment,,4.00,19.00,2.00,114.00,831.00,573.00,75.00,1618.00,191.00,0.00,16.00
GA,Berrien County,1300390,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Berrien County,1300390,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Berrien County,1300390,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Berrien County,1300390,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Berrien County,1300390,2015,Total enrollment,,10.00,16.00,0.00,245.00,386.00,2372.00,100.00,3129.00,380.00,18.00,80.00
GA,State Schools- Georgia Academy for the Blind,1300224,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Schools- Georgia Academy for the Blind,1300224,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Schools- Georgia Academy for the Blind,1300224,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Schools- Georgia Academy for the Blind,1300224,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Schools- Georgia Academy for the Blind,1300224,2015,Total enrollment,,0.00,2.00,0.00,4.00,55.00,46.00,4.00,111.00,113.00,0.00,0.00
GA,Gordon County,1302430,2015,Allegations - basis of race color or national origin,5.00,,,,,,,,,,,
GA,Gordon County,1302430,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Gordon County,1302430,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,6.00,0.00,8.00,0.00,0.00,0.00
GA,Gordon County,1302430,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,2.00,0.00,4.00,4.00,10.00,0.00,20.00,0.00,0.00,0.00
GA,Gordon County,1302430,2015,Total enrollment,,35.00,54.00,6.00,1103.00,125.00,5363.00,164.00,6850.00,736.00,206.00,486.00
GA,Forsyth County Schools,1302220,2015,Allegations - basis of race color or national origin,36.00,,,,,,,,,,,
GA,Forsyth County Schools,1302220,2015,Allegations - basis of religion,4.00,,,,,,,,,,,
GA,Forsyth County Schools,1302220,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,6.00,0.00,14.00,4.00,28.00,2.00,54.00,19.00,0.00,2.00
GA,Forsyth County Schools,1302220,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,2.00,10.00,0.00,8.00,27.00,2.00,0.00,49.00,0.00,0.00,0.00
GA,Forsyth County Schools,1302220,2015,Total enrollment,,181.00,6641.00,41.00,5743.00,1460.00,29416.00,1253.00,44735.00,5461.00,1150.00,2912.00
GA,Thomas County,1304890,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Thomas County,1304890,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Thomas County,1304890,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Thomas County,1304890,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Thomas County,1304890,2015,Total enrollment,,17.00,51.00,8.00,338.00,2050.00,3160.00,169.00,5793.00,907.00,177.00,91.00
GA,Vidalia City,1305340,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Vidalia City,1305340,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Vidalia City,1305340,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Vidalia City,1305340,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Vidalia City,1305340,2015,Total enrollment,,21.00,46.00,2.00,224.00,1838.00,2039.00,206.00,4376.00,364.00,45.00,68.00
GA,Candler County,1300810,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Candler County,1300810,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Candler County,1300810,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Candler County,1300810,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Candler County,1300810,2015,Total enrollment,,2.00,17.00,8.00,406.00,628.00,1075.00,55.00,2191.00,275.00,0.00,58.00
GA,Bleckley County,1300440,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Bleckley County,1300440,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Bleckley County,1300440,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Bleckley County,1300440,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Bleckley County,1300440,2015,Total enrollment,,0.00,30.00,0.00,69.00,693.00,1800.00,85.00,2677.00,396.00,27.00,15.00
GA,Screven County,1304500,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Screven County,1304500,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Screven County,1304500,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Screven County,1304500,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Screven County,1304500,2015,Total enrollment,,2.00,10.00,2.00,39.00,1122.00,1050.00,42.00,2267.00,432.00,48.00,18.00
GA,Cherokee County,1301110,2015,Allegations - basis of race color or national origin,20.00,,,,,,,,,,,
GA,Cherokee County,1301110,2015,Allegations - basis of religion,1.00,,,,,,,,,,,
GA,Cherokee County,1301110,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,6.00,2.00,24.00,0.00,32.00,0.00,0.00,0.00
GA,Cherokee County,1301110,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,30.00,0.00,0.00,30.00,0.00,0.00,0.00
GA,Cherokee County,1301110,2015,Total enrollment,,97.00,753.00,58.00,6923.00,3007.00,29126.00,1349.00,41313.00,4801.00,1923.00,2944.00
GA,Newton County,1303930,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Newton County,1303930,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Newton County,1303930,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Newton County,1303930,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Newton County,1303930,2015,Total enrollment,,29.00,146.00,22.00,1541.00,10653.00,6564.00,769.00,19724.00,2538.00,376.00,767.00
GA,Marietta City,1303510,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Marietta City,1303510,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Marietta City,1303510,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Marietta City,1303510,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Marietta City,1303510,2015,Total enrollment,,37.00,197.00,16.00,3154.00,3541.00,1665.00,287.00,8897.00,874.00,71.00,1694.00
GA,Turner County,1305190,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Turner County,1305190,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Turner County,1305190,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Turner County,1305190,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Turner County,1305190,2015,Total enrollment,,0.00,10.00,2.00,92.00,826.00,436.00,36.00,1402.00,209.00,22.00,16.00
GA,Emanuel County,1302040,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Emanuel County,1302040,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Emanuel County,1302040,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Emanuel County,1302040,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Emanuel County,1302040,2015,Total enrollment,,4.00,18.00,2.00,293.00,1876.00,2044.00,117.00,4354.00,559.00,151.00,104.00
GA,Decatur County Schools,1301710,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Decatur County Schools,1301710,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Decatur County Schools,1301710,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Decatur County Schools,1301710,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Decatur County Schools,1301710,2015,Total enrollment,,71.00,28.00,6.00,509.00,2723.00,2048.00,128.00,5513.00,565.00,63.00,225.00
GA,Taliaferro County,1304680,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Taliaferro County,1304680,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Taliaferro County,1304680,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Taliaferro County,1304680,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Taliaferro County,1304680,2015,Total enrollment,,0.00,0.00,0.00,10.00,142.00,7.00,7.00,166.00,23.00,2.00,4.00
GA,Worth County,1305850,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Worth County,1305850,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Worth County,1305850,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Worth County,1305850,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Worth County,1305850,2015,Total enrollment,,8.00,26.00,6.00,70.00,1159.00,1999.00,100.00,3368.00,320.00,22.00,44.00
GA,Fulton County,1302280,2015,Allegations - basis of race color or national origin,34.00,,,,,,,,,,,
GA,Fulton County,1302280,2015,Allegations - basis of religion,2.00,,,,,,,,,,,
GA,Fulton County,1302280,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,6.00,0.00,10.00,10.00,24.00,0.00,50.00,18.00,12.00,2.00
GA,Fulton County,1302280,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,4.00,14.00,26.00,0.00,44.00,0.00,0.00,0.00
GA,Fulton County,1302280,2015,Total enrollment,,137.00,9739.00,82.00,14235.00,40821.00,28002.00,2613.00,95629.00,10099.00,2458.00,5639.00
GA,Commission Charter Schools- Fulton Leadership Academy,1300217,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Commission Charter Schools- Fulton Leadership Academy,1300217,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Commission Charter Schools- Fulton Leadership Academy,1300217,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Commission Charter Schools- Fulton Leadership Academy,1300217,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Commission Charter Schools- Fulton Leadership Academy,1300217,2015,Total enrollment,,0.00,0.00,0.00,2.00,383.00,0.00,2.00,387.00,61.00,20.00,0.00
GA,Hancock County,1302640,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Hancock County,1302640,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Hancock County,1302640,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Hancock County,1302640,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Hancock County,1302640,2015,Total enrollment,,0.00,4.00,0.00,10.00,948.00,20.00,8.00,990.00,132.00,18.00,0.00
